game_id,season,week,home_team,away_team,result,spread_line,H_points_scored_avg,H_points_allowed_avg,H_total_yards_avg,H_total_yards_allowed_avg,H_rush_yards_avg,H_rush_yards_allowed_avg,H_pass_yards_avg,H_pass_yards_allowed_avg,H_turnovers_taken_avg,H_turnovers_lost_avg,H_points_scored_streak,H_points_allowed_streak,H_total_yards_streak,H_total_yards_allowed_streak,H_rush_yards_streak,H_rush_yards_allowed_streak,H_pass_yards_streak,H_pass_yards_allowed_streak,H_turnovers_taken_streak,H_turnovers_lost_streak,H_win_pct,H_win_pct_streak,H_computed_strength,A_points_scored_avg,A_points_allowed_avg,A_total_yards_avg,A_total_yards_allowed_avg,A_rush_yards_avg,A_rush_yards_allowed_avg,A_pass_yards_avg,A_pass_yards_allowed_avg,A_turnovers_taken_avg,A_turnovers_lost_avg,A_points_scored_streak,A_points_allowed_streak,A_total_yards_streak,A_total_yards_allowed_streak,A_rush_yards_streak,A_rush_yards_allowed_streak,A_pass_yards_streak,A_pass_yards_allowed_streak,A_turnovers_taken_streak,A_turnovers_lost_streak,A_win_pct,A_win_pct_streak,A_computed_strength
2020_14_BAL_CLE,2020,14,CLE,BAL,-5,-3.0,25.5,26.75,364.25,361.9166666666667,157.58333333333334,104.33333333333333,214.0,274.3333333333333,1.6666666666666667,1.0833333333333333,25.0,21.0,399.25,341.5,172.75,99.5,233.5,255.5,1.5,0.75,0.75,1.0,0.0309416451736759,26.333333333333332,19.25,338.4166666666667,338.1666666666667,169.0,111.58333333333333,182.41666666666666,243.91666666666666,1.4166666666666667,1.25,22.25,22.25,321.25,363.75,166.75,131.25,163.0,239.75,0.75,1.25,0.5833333333333334,0.25,0.03877864229499412
2020_14_GB_DET,2020,14,DET,GB,-7,-9.5,23.833333333333332,29.833333333333332,356.75,396.25,93.58333333333333,133.91666666666666,281.0,274.5,1.0,1.1666666666666667,22.25,29.5,351.75,403.25,78.5,105.5,287.75,308.25,1.25,1.25,0.4166666666666667,0.5,0.024835974656389738,31.583333333333332,24.916666666666668,396.9166666666667,339.75,124.16666666666667,114.58333333333333,282.9166666666667,240.75,1.0833333333333333,0.6666666666666666,31.5,23.75,398.0,327.5,119.25,121.75,285.5,221.75,1.75,1.25,0.75,0.75,0.03901826454315541
2020_14_TEN_JAX,2020,14,JAX,TEN,-21,-7.5,20.916666666666668,29.333333333333332,336.75,416.0,103.08333333333333,136.91666666666666,249.5,285.9166666666667,1.0833333333333333,1.5833333333333333,18.0,26.25,308.25,411.75,111.5,134.5,208.75,288.75,1.5,2.25,0.08333333333333333,0.0,0.0220046561170626,29.916666666666668,27.166666666666668,390.0,390.4166666666667,150.16666666666666,115.75,250.33333333333334,283.9166666666667,1.3333333333333333,0.6666666666666666,31.75,31.25,400.25,383.0,155.25,109.0,255.75,282.25,0.75,1.0,0.6666666666666666,0.5,0.037585068766226234
2020_14_NE_LA,2020,14,LA,NE,21,5.0,25.083333333333332,20.25,395.5,291.3333333333333,124.16666666666667,93.08333333333333,281.0,219.25,1.6666666666666667,1.5,27.0,22.75,393.25,290.25,97.0,89.75,306.75,222.25,2.5,1.75,0.6666666666666666,0.75,0.03953507506167813,22.833333333333332,21.25,342.5,344.75,150.91666666666666,118.83333333333333,202.5,235.83333333333334,1.5,1.4166666666666667,27.0,15.25,303.25,328.0,133.5,94.5,180.25,243.0,1.0,0.5,0.5,0.75,0.03644697379457126
2020_14_ATL_LAC,2020,14,LAC,ATL,3,1.0,23.083333333333332,28.75,386.3333333333333,339.0833333333333,113.25,124.16666666666667,286.3333333333333,224.25,0.9166666666666666,1.1666666666666667,18.0,32.25,319.0,298.75,68.5,136.0,269.5,170.25,1.25,1.25,0.25,0.25,0.026130662798654575,25.916666666666668,25.166666666666668,371.4166666666667,394.75,100.66666666666667,109.16666666666667,286.3333333333333,300.6666666666667,1.4166666666666667,1.0,25.5,19.5,311.75,362.0,84.75,129.0,243.5,254.5,2.0,1.25,0.3333333333333333,0.5,0.028402854345654833
2020_14_IND_LV,2020,14,LV,IND,-17,-2.5,26.916666666666668,28.916666666666668,364.75,378.6666666666667,121.16666666666667,121.08333333333333,254.33333333333334,264.0,1.1666666666666667,1.4166666666666667,26.25,29.5,351.0,363.75,101.0,126.25,262.5,245.0,2.5,2.0,0.5833333333333334,0.5,0.03312814956475571,27.333333333333332,22.75,370.25,319.3333333333333,104.75,100.91666666666667,273.3333333333333,233.91666666666666,1.5,1.0,30.0,28.25,389.25,377.0,109.5,135.5,294.0,255.0,1.25,0.75,0.6666666666666666,0.75,0.033949054518540536
2020_14_KC_MIA,2020,14,MIA,KC,-6,-7.5,25.25,17.666666666666668,320.25,355.1666666666667,96.5,122.41666666666667,233.91666666666666,253.91666666666666,1.75,1.1666666666666667,20.25,12.75,313.5,297.0,95.25,103.75,230.5,211.75,1.75,1.25,0.6666666666666666,0.75,0.03571691652077513,30.833333333333332,21.166666666666668,427.9166666666667,358.1666666666667,113.16666666666667,132.41666666666666,321.8333333333333,234.66666666666666,1.5833333333333333,0.6666666666666666,29.25,25.5,461.75,386.5,91.25,111.75,376.0,277.25,1.25,0.75,0.9166666666666666,1.0,0.04066453250049233
2020_14_ARI_NYG,2020,14,NYG,ARI,-19,-3.0,19.25,22.083333333333332,312.1666666666667,339.1666666666667,119.75,96.66666666666667,207.41666666666666,263.5,1.5,1.4166666666666667,21.5,16.5,352.5,308.0,162.25,86.0,201.25,248.5,2.25,0.5,0.4166666666666667,1.0,0.025023297863747605,27.666666666666668,24.666666666666668,389.4166666666667,359.9166666666667,150.58333333333334,123.0,248.91666666666666,254.41666666666666,1.0833333333333333,1.25,24.5,29.0,324.25,339.5,126.0,116.75,214.25,232.0,1.0,1.25,0.5,0.25,0.03239402905014296
2020_14_NO_PHI,2020,14,PHI,NO,3,-7.5,21.083333333333332,25.583333333333332,320.0,347.0833333333333,116.25,129.75,230.16666666666666,238.33333333333334,0.8333333333333334,1.8333333333333333,16.75,25.5,298.25,361.0,112.25,127.75,213.0,243.25,0.25,1.25,0.25,0.0,0.026011263092830753,28.916666666666668,20.083333333333332,370.8333333333333,289.0,140.75,76.08333333333333,241.66666666666666,231.33333333333334,1.3333333333333333,0.9166666666666666,25.75,10.25,332.25,243.25,179.0,67.75,170.5,191.25,2.0,1.0,0.8333333333333334,1.0,0.03706140569780002
2020_14_NYJ_SEA,2020,14,SEA,NYJ,37,16.5,29.416666666666668,26.75,385.8333333333333,407.9166666666667,116.66666666666667,97.66666666666667,289.9166666666667,323.0833333333333,1.3333333333333333,1.3333333333333333,19.75,19.5,327.0,311.75,116.25,105.75,234.5,224.25,0.75,1.25,0.6666666666666666,0.5,0.03688666559177675,15.0,29.416666666666668,277.0,398.75,106.58333333333333,107.75,191.0,300.0833333333333,1.25,1.3333333333333333,21.5,28.75,313.0,398.5,113.5,91.0,212.5,319.5,1.25,1.75,0.0,0.0,0.014440092802129599
2020_14_WAS_SF,2020,14,SF,WAS,-8,3.0,23.75,24.0,366.1666666666667,326.5,109.83333333333333,106.41666666666667,273.8333333333333,230.75,1.3333333333333333,1.5833333333333333,19.25,28.75,341.25,349.75,75.5,108.0,276.5,254.25,1.5,2.25,0.4166666666666667,0.25,0.030704660929637393,22.0,21.666666666666668,324.6666666666667,310.9166666666667,101.5,107.08333333333333,245.0,224.66666666666666,1.1666666666666667,1.3333333333333333,27.75,18.0,361.25,304.25,120.0,64.0,257.25,257.25,1.25,0.75,0.4166666666666667,0.75,0.026130856344267775
2020_14_MIN_TB,2020,14,TB,MIN,12,7.0,28.666666666666668,23.333333333333332,362.75,329.9166666666667,96.33333333333333,74.16666666666667,275.0,276.0833333333333,1.6666666666666667,1.25,24.25,28.75,351.5,390.75,83.75,81.75,277.75,317.0,1.5,2.0,0.5833333333333334,0.25,0.035962197726451456,26.583333333333332,27.416666666666668,390.8333333333333,383.1666666666667,145.66666666666666,121.0,256.0833333333333,271.4166666666667,1.25,1.6666666666666667,25.5,23.75,406.0,323.25,116.25,113.0,304.5,218.5,1.75,2.0,0.5,0.75,0.030752603429549843
2020_15_PHI_ARI,2020,15,ARI,PHI,7,6.5,27.53846153846154,23.307692307692307,389.46153846153845,344.46153846153845,151.23076923076923,119.53846153846153,248.53846153846155,246.0,1.1538461538461537,1.1538461538461537,23.0,23.25,308.5,287.0,111.5,118.0,214.0,194.25,1.0,0.75,0.5384615384615384,0.25,0.03519028097364689,21.307692307692307,25.23076923076923,327.15384615384613,347.9230769230769,126.23076923076923,127.15384615384616,225.30769230769232,242.3846153846154,0.9230769230769231,1.7692307692307692,18.5,24.0,314.5,355.0,134.75,114.0,202.75,255.0,0.75,1.5,0.3076923076923077,0.25,0.02818891449013315
2020_15_TB_ATL,2020,15,ATL,TB,-4,-6.0,25.23076923076923,24.76923076923077,367.38461538461536,390.9230769230769,98.3076923076923,108.84615384615384,284.53846153846155,296.2307692307692,1.3846153846153846,1.1538461538461537,21.25,17.75,300.75,347.0,79.25,129.5,238.25,237.0,2.0,1.75,0.3076923076923077,0.25,0.0282055574749389,28.46153846153846,22.615384615384617,358.15384615384613,330.46153846153845,97.15384615384616,80.92307692307692,268.9230769230769,272.15384615384613,1.6153846153846154,1.1538461538461537,30.0,22.75,378.75,370.0,108.5,87.75,274.5,302.75,1.25,1.25,0.6153846153846154,0.5,0.037913815844589194
2020_15_JAX_BAL,2020,15,BAL,JAX,26,13.0,27.923076923076923,21.0,342.15384615384613,350.2307692307692,173.76923076923077,113.61538461538461,181.92307692307693,252.46153846153845,1.3846153846153846,1.1538461538461537,29.75,27.0,328.75,410.5,195.75,122.5,144.75,293.0,1.0,1.0,0.6153846153846154,0.5,0.03480723339884243,20.076923076923077,29.46153846153846,338.0769230769231,418.9230769230769,102.15384615384616,145.53846153846155,250.53846153846155,280.2307692307692,1.0769230769230769,1.5384615384615385,15.5,28.0,331.75,426.5,107.0,176.75,232.25,260.5,1.25,2.25,0.07692307692307693,0.0,0.018849505083978948
2020_15_PIT_CIN,2020,15,CIN,PIT,10,-14.5,18.76923076923077,26.0,319.3076923076923,382.3076923076923,92.3076923076923,131.69230769230768,252.69230769230768,255.92307692307693,0.9230769230769231,1.6153846153846154,10.0,22.0,233.0,347.25,62.75,129.25,196.0,222.75,0.75,2.5,0.15384615384615385,0.0,0.021140080241926512,26.846153846153847,18.23076923076923,335.84615384615387,303.38461538461536,89.07692307692308,100.92307692307692,253.92307692307693,226.07692307692307,1.8461538461538463,0.9230769230769231,19.5,16.5,314.75,269.25,60.5,87.75,256.25,198.75,2.0,1.25,0.8461538461538461,0.5,0.0387933263683067
2020_15_SF_DAL,2020,15,DAL,SF,8,-4.0,22.923076923076923,30.76923076923077,372.7692307692308,378.3076923076923,110.92307692307692,162.69230769230768,282.2307692307692,225.3846153846154,1.0769230769230769,1.8461538461538463,23.5,27.5,321.25,369.5,113.0,175.5,222.0,205.0,1.75,1.0,0.3076923076923077,0.5,0.02510749962809445,23.076923076923077,23.923076923076923,364.61538461538464,316.2307692307692,109.6923076923077,105.76923076923077,272.7692307692308,221.30769230769232,1.3076923076923077,1.6923076923076923,18.75,26.0,343.5,296.75,88.75,104.75,268.75,205.0,1.75,2.5,0.38461538461538464,0.25,0.030758224665926356
2020_15_BUF_DEN,2020,15,DEN,BUF,-29,-5.5,19.76923076923077,26.692307692307693,328.7692307692308,351.6923076923077,117.15384615384616,131.0,226.0,238.92307692307693,0.8461538461538461,2.230769230769231,17.75,23.25,316.5,333.0,141.0,136.0,178.5,219.75,0.5,2.0,0.38461538461538464,0.5,0.027550034043566474,27.615384615384617,24.692307692307693,375.38461538461536,364.61538461538464,102.53846153846153,119.92307692307692,284.2307692307692,257.15384615384613,1.6153846153846154,1.3846153846153846,29.25,22.0,371.0,362.5,107.5,106.5,271.5,266.0,1.75,2.0,0.7692307692307693,0.75,0.041823555718209206
2020_15_CAR_GB,2020,15,GB,CAR,8,9.5,31.53846153846154,24.846153846153847,397.9230769230769,336.15384615384613,123.84615384615384,109.6923076923077,283.46153846153845,243.23076923076923,1.0,0.6153846153846154,33.25,24.75,401.75,335.75,129.25,107.25,276.75,247.75,1.5,0.75,0.7692307692307693,0.75,0.03561141201152299,23.615384615384617,25.53846153846154,356.15384615384613,364.53846153846155,107.84615384615384,113.61538461538461,261.7692307692308,260.6923076923077,1.3076923076923077,1.0,24.25,26.5,326.25,370.75,103.25,110.5,239.0,276.5,1.25,1.0,0.3076923076923077,0.25,0.029280346800088144
2020_15_HOU_IND,2020,15,IND,HOU,7,7.5,28.615384615384617,23.076923076923077,376.84615384615387,327.38461538461536,113.0,99.23076923076923,271.0769230769231,242.46153846153845,1.6153846153846154,0.9230769230769231,32.5,30.75,395.75,409.5,129.25,116.0,278.0,304.5,2.0,0.75,0.6923076923076923,0.75,0.03423173720700537,22.692307692307693,27.615384615384617,356.61538461538464,407.0769230769231,86.23076923076923,152.30769230769232,289.3076923076923,270.0,0.6153846153846154,0.9230769230769231,23.75,26.75,361.5,401.5,82.5,118.25,305.5,303.0,0.75,1.0,0.3076923076923077,0.5,0.024848651996950005
2020_15_NYJ_LA,2020,15,LA,NYJ,-3,17.5,25.0,18.923076923076923,389.53846153846155,285.84615384615387,128.92307692307693,94.15384615384616,269.9230769230769,213.6153846153846,1.6153846153846154,1.4615384615384615,27.25,19.5,375.5,262.0,117.0,88.25,265.5,196.75,2.0,1.75,0.6923076923076923,0.75,0.04470628271877949,14.076923076923077,30.23076923076923,269.9230769230769,399.61538461538464,103.6923076923077,112.84615384615384,186.46153846153845,295.38461538461536,1.2307692307692308,1.3076923076923077,15.5,31.25,278.75,392.75,114.5,94.75,180.0,310.75,1.5,1.75,0.0,0.0,0.014072951736650286
2020_15_LAC_LV,2020,15,LV,LAC,-3,3.5,26.923076923076923,30.076923076923077,369.3076923076923,384.61538461538464,117.92307692307692,128.07692307692307,261.3076923076923,262.46153846153845,1.0769230769230769,1.5384615384615385,23.75,37.5,367.75,399.5,70.0,162.75,310.25,241.75,1.25,2.75,0.5384615384615384,0.25,0.03284314484461696,22.846153846153847,27.846153846153847,383.15384615384613,337.53846153846155,112.61538461538461,120.0,283.0,227.23076923076923,1.0769230769230769,1.1538461538461537,17.75,29.25,337.0,308.5,70.0,125.75,283.5,193.75,1.75,1.25,0.3076923076923077,0.5,0.027449347072894766
2020_15_NE_MIA,2020,15,MIA,NE,10,-1.5,25.384615384615383,18.846153846153847,323.84615384615387,362.3076923076923,95.23076923076923,120.23076923076923,240.23076923076923,264.61538461538464,1.9230769230769231,1.1538461538461537,19.75,15.75,335.25,340.75,87.5,102.5,267.25,263.25,2.5,1.25,0.6153846153846154,0.5,0.03656058364333406,21.307692307692307,21.46153846153846,333.0769230769231,342.6923076923077,147.53846153846155,124.0,198.15384615384616,228.23076923076923,1.4615384615384615,1.3846153846153846,22.0,17.0,281.25,318.25,117.0,112.25,181.25,215.0,1.0,0.75,0.46153846153846156,0.5,0.0348838137432869
2020_15_CHI_MIN,2020,15,MIN,CHI,-6,2.5,25.615384615384617,27.307692307692307,386.6923076923077,377.0,146.92307692307693,119.92307692307692,253.69230769230768,265.61538461538464,1.1538461538461537,1.6153846153846154,24.25,27.0,394.0,361.75,132.0,129.5,287.75,236.5,1.5,1.75,0.46153846153846156,0.5,0.029278808422406974,21.692307692307693,22.384615384615383,320.15384615384613,347.46153846153845,93.23076923076923,115.46153846153847,246.6153846153846,247.46153846153845,1.0,1.3076923076923077,26.0,25.25,325.0,375.25,117.75,112.25,225.0,281.0,1.0,1.25,0.46153846153846156,0.25,0.03064147748862375
2020_15_KC_NO,2020,15,NO,KC,-3,-2.5,28.307692307692307,20.384615384615383,369.84615384615387,298.53846153846155,137.30769230769232,89.15384615384616,245.46153846153845,226.3846153846154,1.3076923076923077,1.0,24.25,13.0,362.5,276.25,174.5,117.0,208.5,171.25,1.75,1.25,0.7692307692307693,0.75,0.03688094955536845,31.0,21.615384615384617,429.46153846153845,358.84615384615387,111.6923076923077,128.3846153846154,327.3076923076923,240.92307692307693,1.5384615384615385,0.9230769230769231,29.25,24.5,474.5,369.5,105.75,105.75,381.25,271.75,1.5,1.5,0.9230769230769231,1.0,0.04196785967186287
2020_15_CLE_NYG,2020,15,NYG,CLE,-14,-6.0,18.307692307692307,22.384615384615383,300.38461538461536,343.0769230769231,116.53846153846153,101.46153846153847,202.6153846153846,262.0,1.3846153846153846,1.4615384615384615,17.5,18.0,304.75,305.0,140.25,116.5,184.5,212.75,1.25,1.0,0.38461538461538464,0.75,0.025043696254995224,26.76923076923077,28.307692307692307,374.3076923076923,363.84615384615387,156.07692307692307,114.07692307692308,224.84615384615384,266.7692307692308,1.5384615384615385,1.0769230769230769,33.0,31.0,434.0,377.5,149.5,134.75,289.25,258.75,1.5,1.0,0.6923076923076923,0.75,0.02927193628050638
2020_15_DET_TEN,2020,15,TEN,DET,21,9.5,30.0,25.846153846153847,394.9230769230769,387.61538461538464,157.76923076923077,113.84615384615384,247.3846153846154,282.3076923076923,1.3076923076923077,0.6923076923076923,35.25,25.25,440.25,364.0,178.25,98.5,272.0,271.0,1.0,1.25,0.6923076923076923,0.75,0.03473199234561349,23.846153846153847,29.923076923076923,351.84615384615387,397.3076923076923,90.3076923076923,132.84615384615384,280.38461538461536,275.6923076923077,0.9230769230769231,1.0769230769230769,20.75,30.5,332.0,389.75,65.0,113.25,287.0,283.25,1.0,1.25,0.38461538461538464,0.25,0.023320391885102053
2020_15_SEA_WAS,2020,15,WAS,SEA,-5,-6.0,22.076923076923077,21.153846153846153,314.53846153846155,313.61538461538464,101.23076923076923,107.15384615384616,234.46153846153845,227.3846153846154,1.3076923076923077,1.3076923076923077,26.75,14.25,293.5,297.75,122.25,64.75,186.75,253.25,2.0,0.75,0.46153846153846156,1.0,0.02827422031064657,30.23076923076923,24.923076923076923,387.6923076923077,390.7692307692308,121.07692307692308,95.46153846153847,286.0,308.38461538461536,1.3076923076923077,1.3076923076923077,25.75,14.5,346.25,260.75,131.5,96.5,232.25,181.75,0.75,0.75,0.6923076923076923,0.75,0.037772368077585966
2020_16_SF_ARI,2020,16,ARI,SF,-8,6.0,27.928571428571427,23.5,399.2142857142857,350.0,147.78571428571428,119.35714285714286,261.64285714285717,252.57142857142858,1.0714285714285714,1.2857142857142858,26.0,22.75,361.5,305.75,123.0,106.0,254.75,229.5,1.0,1.5,0.5714285714285714,0.5,0.037385815995974306,23.785714285714285,25.142857142857142,371.2857142857143,314.42857142857144,112.57142857142857,104.42857142857143,276.07142857142856,221.28571428571428,1.2142857142857142,1.7857142857142858,23.75,29.5,387.75,310.25,114.0,98.0,286.75,225.5,1.5,2.75,0.35714285714285715,0.25,0.030847722088043938
2020_16_NYG_BAL,2020,16,BAL,NYG,14,10.0,28.785714285714285,20.5,346.92857142857144,344.2857142857143,172.64285714285714,109.92857142857143,186.78571428571428,250.57142857142858,1.3571428571428572,1.1428571428571428,33.75,23.0,354.0,371.0,203.0,94.75,160.75,283.0,1.0,1.0,0.6428571428571429,0.75,0.03528122692458633,17.428571428571427,22.214285714285715,299.5,346.57142857142856,113.5,101.78571428571429,203.92857142857142,264.5,1.2857142857142858,1.3571428571428572,12.25,18.75,281.25,316.0,121.0,104.0,178.75,235.0,1.25,1.0,0.35714285714285715,0.5,0.024754305849233743
2020_16_PHI_DAL,2020,16,DAL,PHI,20,-3.0,24.214285714285715,30.928571428571427,366.92857142857144,384.0,109.21428571428571,161.78571428571428,277.85714285714283,232.07142857142858,1.2142857142857142,1.7142857142857142,26.0,28.75,299.5,376.5,89.75,181.75,226.5,206.25,2.0,0.75,0.35714285714285715,0.5,0.026944576845798596,21.642857142857142,25.785714285714285,333.92857142857144,360.64285714285717,125.57142857142857,125.42857142857143,233.35714285714286,255.92857142857142,1.0714285714285714,1.6428571428571428,20.75,26.75,341.25,405.5,137.5,106.0,228.5,312.0,1.25,0.75,0.2857142857142857,0.25,0.029125736585820915
2020_16_TB_DET,2020,16,DET,TB,-40,-12.0,23.928571428571427,31.071428571428573,357.42857142857144,402.14285714285717,92.64285714285714,137.28571428571428,282.2857142857143,275.5,0.8571428571428571,1.2142857142857142,27.0,37.0,393.25,412.5,85.75,133.0,319.25,287.0,0.5,1.75,0.35714285714285715,0.25,0.02334313622459519,28.642857142857142,22.928571428571427,362.2857142857143,333.2142857142857,93.85714285714286,77.78571428571429,277.57142857142856,278.14285714285717,1.5,1.0714285714285714,26.25,23.75,346.75,415.5,68.75,80.75,286.75,354.75,1.0,1.0,0.6428571428571429,0.5,0.03817247709279341
2020_16_TEN_GB,2020,16,GB,TEN,26,3.0,31.0,24.214285714285715,390.2857142857143,338.14285714285717,128.92857142857142,110.07142857142857,273.42857142857144,244.28571428571428,1.0,0.5714285714285714,31.5,20.25,382.75,321.75,161.5,101.0,234.75,240.25,1.25,0.0,0.7857142857142857,1.0,0.036546543531631295,31.142857142857142,25.785714285714285,399.92857142857144,390.64285714285717,160.42857142857142,114.5,249.21428571428572,284.07142857142856,1.4285714285714286,0.6428571428571429,39.25,25.5,450.25,394.5,183.75,97.0,273.75,301.25,1.5,1.0,0.7142857142857143,0.75,0.035048084582457784
2020_16_CIN_HOU,2020,16,HOU,CIN,-6,7.5,22.5,27.571428571428573,361.5,403.0,86.0,150.5,295.2857142857143,267.0,0.5714285714285714,1.0,22.0,28.5,368.0,380.25,89.5,128.5,312.75,268.75,0.75,1.5,0.2857142857142857,0.25,0.022774526172179677,19.357142857142858,25.357142857142858,312.92857142857144,372.42857142857144,96.57142857142857,128.42857142857142,241.0,249.78571428571428,1.0714285714285714,1.5,14.5,21.25,222.5,327.0,83.25,109.75,160.0,223.75,1.25,2.0,0.21428571428571427,0.25,0.020923170086074284
2020_16_CHI_JAX,2020,16,JAX,CHI,-24,-9.5,19.642857142857142,30.214285714285715,333.0,418.2142857142857,99.28571428571429,146.42857142857142,248.78571428571428,278.07142857142856,1.0714285714285714,1.5,18.25,31.25,347.0,435.5,104.25,189.75,251.0,256.25,1.25,1.5,0.07142857142857142,0.0,0.01832185803034488,22.5,22.714285714285715,325.64285714285717,351.7142857142857,100.78571428571429,118.5,243.42857142857142,249.14285714285714,1.0,1.2857142857142858,31.0,27.25,387.0,380.75,157.25,127.0,244.5,275.75,0.75,1.25,0.5,0.5,0.029415305226349296
2020_16_ATL_KC,2020,16,KC,ATL,3,11.0,31.071428571428573,22.142857142857142,428.2857142857143,353.57142857142856,115.64285714285714,123.5,322.07142857142856,240.42857142857142,1.5,0.9285714285714286,28.5,24.0,462.75,349.75,120.5,98.5,356.75,261.5,1.5,1.5,0.9285714285714286,1.0,0.04333289323510838,25.357142857142858,25.214285714285715,367.5,392.7142857142857,93.92857142857143,104.71428571428571,289.64285714285717,302.92857142857144,1.2857142857142858,1.0714285714285714,25.75,19.5,331.0,357.0,75.5,100.75,269.25,276.25,1.75,1.25,0.2857142857142857,0.25,0.02853499032580309
2020_16_DEN_LAC,2020,16,LAC,DEN,3,2.5,23.357142857142858,27.785714285714285,384.5,345.5,111.42857142857143,123.78571428571429,285.2142857142857,230.92857142857142,1.0714285714285714,1.0714285714285714,16.75,29.0,343.5,347.75,86.75,145.0,270.5,212.25,1.75,1.0,0.35714285714285715,0.5,0.026756342396746277,19.714285714285715,28.214285714285715,323.5,364.7142857142857,118.78571428571429,134.64285714285714,219.28571428571428,247.5,0.7857142857142857,2.142857142857143,17.5,32.0,265.5,410.75,128.75,167.5,144.0,259.5,0.25,1.75,0.35714285714285715,0.25,0.02718092286196825
2020_16_MIA_LV,2020,16,LV,MIA,-1,-2.0,26.928571428571427,30.071428571428573,375.0,385.85714285714283,121.85714285714286,125.78571428571429,262.57142857142856,266.14285714285717,1.0,1.5,22.75,36.25,389.0,385.0,91.0,159.75,311.25,232.25,1.0,2.75,0.5,0.25,0.031204161577916383,25.142857142857142,18.357142857142858,328.2142857142857,358.07142857142856,106.28571428571429,120.0,233.42857142857142,260.64285714285717,1.8571428571428572,1.1428571428571428,22.0,13.75,375.75,301.75,136.0,84.5,253.5,248.0,2.25,1.25,0.6428571428571429,0.75,0.03658455974648353
2020_16_BUF_NE,2020,16,NE,BUF,-29,-7.0,20.642857142857142,21.5,330.92857142857144,345.7142857142857,145.35714285714286,133.0,198.92857142857142,222.28571428571428,1.4285714285714286,1.3571428571428572,20.0,15.75,248.25,314.75,124.75,161.0,142.25,165.25,1.25,1.0,0.42857142857142855,0.5,0.03167684478787787,29.071428571428573,24.285714285714285,386.7142857142857,356.7857142857143,108.21428571428571,121.35714285714286,289.57142857142856,248.21428571428572,1.5714285714285714,1.2857142857142858,33.75,18.75,412.25,313.0,134.75,87.25,287.25,237.75,1.5,1.5,0.7857142857142857,1.0,0.04314046634397125
2020_16_MIN_NO,2020,16,NO,MIN,19,6.5,28.357142857142858,21.214285714285715,363.7857142857143,306.7142857142857,131.78571428571428,94.71428571428571,244.64285714285714,228.35714285714286,1.2857142857142858,1.0,25.5,18.75,339.75,317.5,148.0,145.75,208.75,176.75,1.5,1.25,0.7142857142857143,0.5,0.037553133862005754,25.714285714285715,27.714285714285715,388.14285714285717,378.42857142857144,147.71428571428572,125.57142857142857,254.92857142857142,261.07142857142856,1.1428571428571428,1.5714285714285714,24.0,27.5,388.25,366.5,140.25,134.25,277.0,236.25,1.5,1.5,0.42857142857142855,0.5,0.026449568094797427
2020_16_CLE_NYJ,2020,16,NYJ,CLE,7,-6.5,14.714285714285714,29.5,271.2857142857143,392.7142857142857,102.92857142857143,112.92857142857143,187.92857142857142,289.2142857142857,1.2142857142857142,1.2142857142857142,14.25,27.75,278.0,374.5,113.75,116.0,180.5,271.5,1.5,1.5,0.07142857142857142,0.25,0.01768326338010393,26.285714285714285,26.714285714285715,375.57142857142856,358.42857142857144,152.5,111.21428571428571,230.0,263.5,1.4285714285714286,1.0,32.5,28.25,451.0,370.75,142.25,126.75,312.5,255.25,0.75,0.75,0.7142857142857143,0.75,0.031011582037464538
2020_16_IND_PIT,2020,16,PIT,IND,4,-1.0,26.142857142857142,18.857142857142858,329.2857142857143,298.14285714285717,88.85714285714286,104.57142857142857,247.92857142857142,216.28571428571428,1.7142857142857142,1.0714285714285714,17.0,22.5,282.5,275.25,55.5,107.5,232.0,183.25,1.0,1.75,0.7857142857142857,0.25,0.03637500441230226,28.5,22.857142857142858,374.92857142857144,334.35714285714283,114.0,98.07142857142857,268.0,251.78571428571428,1.6428571428571428,0.8571428571428571,30.75,28.0,378.25,424.0,126.0,120.25,263.0,320.0,1.75,0.25,0.7142857142857143,0.75,0.03207045319689468
2020_16_LA_SEA,2020,16,SEA,LA,11,1.5,29.5,24.214285714285715,381.57142857142856,388.07142857142856,125.35714285714286,94.64285714285714,274.2142857142857,307.42857142857144,1.3571428571428572,1.2857142857142858,23.75,13.0,335.0,270.5,135.5,103.25,213.25,188.25,1.25,1.0,0.7142857142857143,0.75,0.03957256477350204,24.642857142857142,19.214285714285715,383.35714285714283,286.07142857142856,127.85714285714286,94.07142857142857,265.57142857142856,213.14285714285714,1.5,1.4285714285714286,25.5,19.25,348.0,271.5,136.25,101.0,223.75,194.5,1.5,1.5,0.6428571428571429,0.5,0.04361932616605672
2020_16_CAR_WAS,2020,16,WAS,CAR,-7,-1.0,21.571428571428573,21.071428571428573,317.2857142857143,312.7857142857143,100.0,112.42857142857143,238.78571428571428,219.78571428571428,1.2857142857142858,1.3571428571428572,25.5,17.0,300.5,305.25,102.25,92.5,219.0,225.25,1.75,1.0,0.42857142857142855,0.75,0.02902081893820459,23.071428571428573,25.428571428571427,356.7142857142857,359.2857142857143,108.35714285714286,119.42857142857143,261.5,252.28571428571428,1.2142857142857142,1.0,22.5,21.0,370.5,307.5,115.75,106.75,266.5,227.0,1.0,1.0,0.2857142857142857,0.25,0.029348618626909354
